Number_of_Records;Created_Time;Filter;Image_URL;latitude;Number_of_likes;Link;Location;longitude;number_of_Comments;Tags;Text;Username
1;17/10/2018 14:17;Hefe;https://scontent.cdninstagram.com/vp/980eabd44c2c50daabf53442a0d0948c/5C713B87/t51.2885-15/e35/s320x320/43736951_1382509641879869_2400735171229564347_n.jpg;0;6;https://www.instagram.com/p/BpCYtW_lEpk/;;0;0;oncf,déraillement,maroc;Perhaps he or she favored the way of the train to be able to browse his novels .. But the fate of the other novel ???? The image of the tragedy of yesterday God mercy and patience of her family #oncf #maroc #déraillement;image_magii
1;17/10/2018 14:16;Lark;https://scontent.cdninstagram.com/vp/d058384dff8552d19388575c15d898c8/5C81EE56/t51.2885-15/e35/s320x320/42731688_262046214514525_5976407788831723608_n.jpg;0;60;https://www.instagram.com/p/BpCYgLhg4ow/;;0;5;oncf;"???? ???? ?? ??? 
? ???? ?? ???? 
????????????
@groupe_oncf #oncf";army_cheb_youness_officiel
1;17/10/2018 14:05;Normal;https://scontent.cdninstagram.com/vp/6055de2d5f52f256163e9fedc99f4840/5C7FFC46/t51.2885-15/e35/s320x320/43721658_321175348672231_1937001590370680911_n.jpg;0;86;https://www.instagram.com/p/BpCXP3FHk_2/;;0;1;oncf_incapables,oncfincapables,oncfboycott,oncf_de_merde,boycottoncf,oncf,boycott,oncfeedback;"Suite à l'accident qu'a subit le train de Bouqnadel, je présente mes sincères condoléances aux familles des victimes ?? ! Et je vous invite chers marocains à boycotter les services du monopole du chemin de fer pendant une semaine au moins ! 
Défendons notre droit au bon service ! 
Partagez sur vos murs si vous êtes d'accord.
#oncf #oncf_de_merde #oncfeedback #oncf_incapables #oncfincapables #boycott #oncfboycott #boycottoncf";salma.benjbara
1;17/10/2018 13:55;Normal;https://scontent.cdninstagram.com/vp/51557719280c231fe3810571c49237f7/5C4B3E86/t51.2885-15/e35/p320x320/42473426_1551708401596336_3676424274486505313_n.jpg;31,6333;24;https://www.instagram.com/p/BpCWIbKgZaY/;Marrakech;-8;3;oncf,oncf_baraka,accidentoncf,rip,bouknadel,kénitra,salé,déraillement,rabat;"???? ??? ????? ????? ????????
Mes sincères condoléances aux familles des victimes de l'accident ferroviaire de Bouknadel. 
#RIP #Déraillement #ONCF #accidentONCF #Rabat #Salé #Bouknadel #Kénitra #oncf_baraka";tofi_tifa
1;16/10/2018 11:48;Normal;https://scontent.cdninstagram.com/vp/f7f9ddf9e8dc7a812e8e8ce687b435ea/5C531AC9/t51.2885-15/e35/s320x320/42866299_2144544348913836_3327971691389371363_n.jpg;0;11;https://www.instagram.com/p/Bo_i3qen0V-/;;0;0;????,??????,?????_??????,?????,oncfs,????,????????,?????,???????,?????????,rabat,?????,?????,?????,????,???????,??????,??????,????_???????,?????,oncf,kenitra;"#???? ? #????.. #?????? #???? ?????? ??? #?????? ? #???????? ?????? #?????????
????? ?? ???????? ? ??????? ????
www.almotajadid.com
www.facebook.com/almotajadid24
www.twitter.com/almotajadid24
#????? #????? #????? #????? #????_??????? #??????? #????? #?????_?????? #????????? #??????? #????? #?????? #kenitra #rabat#oncf #oncfs";almotajadid24
1;17/10/2018 13:49;Normal;https://scontent.cdninstagram.com/vp/a25e695780455c7faaf610f1ba2b2dfc/5C7E7854/t51.2885-15/e35/p320x320/43718970_1437262716407141_7939811420256025266_n.jpg;0;22;https://www.instagram.com/p/BpCVe4rFVx4/;;0;2;oncf,morocco????,rip;"??? ??? ? ??? ???? ?????? 
#morocco???? #RIP #ONCF";hkayne_lovers
1;17/10/2018 13:32;Normal;https://scontent.cdninstagram.com/vp/46424414e6ac672b355a77928a03ab3a/5C8896AC/t51.2885-15/e35/s320x320/43985173_358625858012872_5288497483139726319_n.jpg;0;44;https://www.instagram.com/p/BpCTf5Mn9bS/;;0;1;??????,??,??????,tropmimi,?????,????,??????,ihabamir,??,???,????,??????,??????,?????,??????,?????,?????,oncf,???,??????,???????,??????,???,????,???,??,??;".
?? ????? @reda_elbradi ?? ???? ??? ???? ?????? ??????? ????? ?????? ?????? ???? ???? ???? ????? ???? ??????? ??
#oncf
. .

Wining @afrimma ????
?Best Male Of North Africa ??
. .
. . ????? ??????? ?? ????????????
.
.
.
.
#ihabamir
#tropmimi
@ihabamirofficiell
???????? ?? link in bio ????
.
.
.
#?? #?? #?????? #????? #?? #?????? #?????? #??? #???? #????? #?????? #??? #??? #????? #???? #?????? #???? #?? #?????? #????? #????? #?????? #??? #?????? #???????";ilhamberradaa
1;17/10/2018 12:53;Clarendon;https://scontent.cdninstagram.com/vp/3cc4783b6430a9a24f2fa62c5f4ead72/5C4B600E/t51.2885-15/e35/s320x320/42648147_311696039422511_2226499647400547488_n.jpg;0;1505;https://www.instagram.com/p/BpCPAZ-ApW9/;;0;66;?????????,????_????,?????,?????_??????,???????,train,maroc,????_?????_?????,????,??????,morocco,??????,?????_??????,oncf,???????_????????,????????,?????_???????,?????_??????_???_?????,??????;"???? ???? ?? ??? ???? ???? ??? ????? ????? ?????? ???????.??? ???? ????? ????? ?????? ?????????.??
??????? ?? ?????? ????? ????? ???????? ?????? ????? ??????? ???? ?????? ?????? ?? ??????????? ????? ????? ???? ????????  ??? ?? ???? ?? ??? ???????? ????? ?? ?? ?????? ????????.
?? ???? ?? ????? ??? ??????? ?????  ??? ????? ?????? ?? ???? ??????? ??????? ????? ???? ????? ???? ??? ?????? ????? ??? ?????? ?????? ????? ?????? ????!!!?? ?????!!?? ?? ??? ????? ?? ??? ???? ?? ??? ?????? ????!!??? ?????????? ??? ???????? ?? ????????? ?? ????? ???? ????? ??????!!??? ??? ?????? ??? ?????? ??????? ????? ????? ??? ??? ""???????? ?????? ?????"" ??? ?? ??????? ???? ????? ????? ?? ?????? ?????? ??????? ?????? ?????? ??? ??? ????????? ??? ???? ??????? ??? ?? ???? ??????? ?????? ?????? ????? ?????? ????????.
????? ?? ????????? ???? ???? ??? ???? ????? ????? ?? ???? ????? ???? ??? ??? ?????? ?????? ?????? ??? ?????? ?????? ????????? ???? ?????? ????? ?? ?????? ????????????? ??? ???? ???? ???? ??????? ????????? ???? ??? ??? ?????? ???????? ??????.
????? ?????? ?? ???? ???? ??? ???????? ???? ????? ?? ??????? ?? ??? ????????  ????? ??????
????? ????? ????? ???????? ????? ??  ???? ?????? ??????? ?????? ?????? ?? ????? ??????? ???? ??????? ???? ?????? ??????? ???????? ?? ??? ??????? ???? ???? ?????? ?? ???? ?? ????? ?? ???? ?? ???? ??? ???? ????? ?? ?????? ?????? ??? ?? ???? ??? ???? ???? ???????.

#?????_?????? #?????? #?????_?????? #???????? #?????? #???????_???????? #????_???? #?????_??????? #??????? #oncf #train #maroc #morocco #?????? #????????? #????? #???? #?????_??????_???_????? #????_?????_?????";imane_hamdaoui
1;17/10/2018 12:17;Normal;https://scontent.cdninstagram.com/vp/c770ed1b267d32deb0497275e6fb5df9/5C6EDBAB/t51.2885-15/e35/s320x320/42642309_2221232877905281_3174022721018977873_n.jpg;0;90;https://www.instagram.com/p/BpCK5GfFt-g/;;0;5;oncf,terriblementmal;#oncf #terriblementmal;zoubidaakifofficiel
1;17/10/2018 10:19;Normal;https://scontent.cdninstagram.com/vp/3f6184af89c1273038b806c17de2a443/5C70BA4C/t51.2885-15/e35/s320x320/42702572_176334633249506_3623653875981649331_n.jpg;0;18;https://www.instagram.com/p/BpB9YvUn5F7/;;0;0;shameonyou,oncf;"First : All my condolences go to the victims'families Allah yrhemhum ya rebi wa ina lilah wa ina ilayhi  raji3oun. Allah ychafie who were injured . ??? ??? ? ??? ???? ??????
Lhamdoulilah ya rebi this train proved to us that the young people were in power and that the humanity is still alive . 
You claim that this generation has no respect or education?
Well ,Thank to the youth .?
#oncf#shameonyou.";idrissi_benyassine_salwa
1;17/10/2018 10:43;Normal;https://scontent.cdninstagram.com/vp/50fda5c7684d7dfd13f73faccfea1b64/5C4C36CC/t51.2885-15/e35/p320x320/43284096_101383314167375_1170864949033701814_n.jpg;22,59372606;12;https://www.instagram.com/p/BpCALNXBk7R/;Maroc;2,109375;0;????_???__????,???,maroc,oncf,??????,???_???;#Maroc #?????? #???  #???_??? #oncf  ???????? ?????? ????????? ?? ?????? ??????? ??? ???? ??????? ?????? ????? ????? ?????????? !!! ??????? ???? ???? ???? ????? ??? ???? ?????? ??????? ?????? ??? ?????? ???????? ??????? ??? ???????  #????_???__????  ?????? ????? ?????? ???????? ??? ???????? ???? ??? ??????;chamess_s
1;17/10/2018 10:31;Normal;https://scontent.cdninstagram.com/vp/a9a082e0bd57abdb4dcd9fb42aaddfcb/5BD5AC02/t51.2885-15/e35/s320x320/42663183_1914384648651210_8688231549545050261_n.jpg;0;11;https://www.instagram.com/p/BpB-p2DlMPD/;;0;0;oncf;?????? C'est vrai ?! @groupe_oncf  #oncf;achtary_officiel
1;17/10/2018 09:27;Clarendon;https://scontent.cdninstagram.com/vp/0f5862b89273a680009a79a19114c4f9/5C7CF68E/t51.2885-15/e35/s320x320/43913187_265795407343000_3192559832287794618_n.jpg;33,595538;34;https://www.instagram.com/p/BpB3er9lwCA/;Casablanca, Morocco;-7,61446;1;moroccan,morocco,oncf;#Morocco ???? ?? #Moroccan-people #oncf ...;hajar_fed
1;17/10/2018 09:18;Normal;https://scontent.cdninstagram.com/vp/59d75e4fc85efca79c0ea80456d42591/5C88D985/t51.2885-15/e35/p320x320/43100793_2150840591593620_1999076292533166614_n.jpg;0;29;https://www.instagram.com/p/BpB2eX4nKPC/;;0;2;jannatlovers,????_???????,bouknadel,jannat,jannatfans,train,???,??????,morocco,salé,???_???_????_????_??????,oncf,ultrasjannatmahid,jannatians,accidentes,prayformorocco,??????,rabat,instagram;"???????? ?????????????? Jannatians ???????? ????????????? ??????????? ? ??????????????????? ?????? ??????? ?????????????? ???????????? ???? ???????????????????? ""?????????????"" ??????? ????????? ??????? ????? ?? ?????????? ??????? ??????? ? ???????? ?????????? ? ??? ???? ? ??? ??????? ?????? ?? ??????????? ????????????? ? ????????????? ??????????????? ? ??????????????????? ? ???? ?????? ?? ?????????????????? .??????
#???_???_????_????_?????? #????_??????? #?????? #??? #??????
@jannat @jannatians_official
#prayformorocco
#jannat #jannatians #jannatfans #jannatlovers #ultrasjannatmahid #instagram #accidentes #train #oncf #bouknadel #rabat #salé #morocco";jannatians_official
1;17/10/2018 09:06;Clarendon;https://scontent.cdninstagram.com/vp/e353fbbdc3b9792f955cb9f5ea714abd/5C4D3808/t51.2885-15/e35/s320x320/41801086_2112859658980831_4976017869489882524_n.jpg;0;3;https://www.instagram.com/p/BpB1EfShRjp/;;0;0;??_???_????_????_??????,oncf;""" ???? ???????? ????? ??? ??????? ????? ????? ??? ??? ???? ???? ?????? "" ??
????? ????? ??????? ??????? ????? ???? ?????? ?????? ??? ?????? ????????? ??????? ?????? "" ??????? "" ?????? ?????? ?????? ????? ???????? ??
#??_???_????_????_?????? ?? #ONCF ??";outjr8
1;17/10/2018 08:47;Clarendon;https://scontent.cdninstagram.com/vp/58f1634219a2c6ce1a9cd4ac1c483c4a/5C68337A/t51.2885-15/e35/s320x320/42579295_1932298920197416_4214692042372527662_n.jpg;0;14;https://www.instagram.com/p/BpBy8w7lBgN/;;0;1;oncf,sponsorisé,morocco????,malheureusement,16;#malheureusement ?? #oncf ?? #16/10/2018 ?? #morocco???? ?????????? #sponsorisé;si_simo_dada
1;17/10/2018 08:32;Normal;https://scontent.cdninstagram.com/vp/989cf8ba1e50a03ac78246ef515c6d36/5C4C59C5/t51.2885-15/e35/s320x320/42875321_299928807264964_4303486466462825437_n.jpg;0;6;https://www.instagram.com/p/BpBxPQ1B8eG/;;0;5;???_???_????_????_??????,oncf;"A sad day 16/10 
#???_???_????_????_??????  #oncf";lalla.hasnaa
1;17/10/2018 07:12;Normal;https://scontent.cdninstagram.com/vp/9a977c721977b6e2219b610ce6cf6e34/5BD548C6/t51.2885-15/e35/s320x320/42699921_1844043562300218_4236783301743901789_n.jpg;0;38;https://www.instagram.com/p/BpBnoaklhx3/;;0;2;?????_????????,??????,déraillement,oncf,???????,??????,??????_????,????,bouknadel,???_?????,???;"????? ??? ????? ??????? ???? ??? ????????? ?? ???? ??? ?#??????? ??? 6 ???? ? 86  ????.
#???_?????
#?????_????????  #?????? ?#ONCf ?#Déraillement ?#??????_???? ?#Bouknadel ?#???????  #?????? #??? #????";baberkanecom
1;17/10/2018 06:54;Normal;https://scontent.cdninstagram.com/vp/54697c2c3dd52930749f979c5c45b5ba/5C872A67/t51.2885-15/e35/p320x320/42676979_617485215348179_4630960694828857275_n.jpg;0;14;https://www.instagram.com/p/BpBmAbMhxD8/;;0;2;???_????_??????_?????_????????,?????_????_?_????_??????,???_?????_????_????_??????,oncf;"#???_?????_????_????_??????  #???_????_??????_?????_????????  #oncf
#?????_????_?_????_??????";sara_habraoui
1;17/10/2018 06:54;Normal;https://scontent.cdninstagram.com/vp/5374fc3b703769ef28d41d09aaa8a648/5C4C9BA9/t51.2885-15/e35/p320x320/43718966_260588584799830_9147303307749977308_n.jpg;0;6;https://www.instagram.com/p/BpBl7W_hkuq/;;0;0;???_????_??????_?????_????????,?????_????_?_????_??????,???_?????_????_????_??????,oncf;"#???_?????_????_????_??????  #???_????_??????_?????_????????  #oncf
#?????_????_?_????_??????";sara_habraoui
1;17/10/2018 06:42;Normal;https://scontent.cdninstagram.com/vp/a0bb6d546bd3d0770f3c89656c0263ea/5C7D6E9E/t51.2885-15/e35/p320x320/43914142_1947518265285216_3898832783359216938_n.jpg;0;58;https://www.instagram.com/p/BpBklmwDmg8/;;0;0;agadir,hatimammor,ihabamir,oncf,????,salmarachid,noamanebeliachi,snapchat??,saadlamjarred1,zouhirbahaoui,2018,soulking,summer,morocco????,ibtissamtiskat,???_????_??????_?????_????????,amrdiab,halaturk,algerie,douzi,?????_????_?_????_??????,le_roi_mohamed_6,samirasaid,?????_??????,duniabtma,???_?????_????_????_??????,?????,mohamedramadan,dubai,asmaalamnawar;"#???_?????_????_????_??????  #???_????_??????_?????_????????  #oncf
#?????_????_?_????_?????? 
@the_moroccan_darck_sarcasm .
.
.
#saadlamjarred1 #summer #soulking #snapchat?? #samirasaid #salmarachid #douzi #duniabtma #dubai #amrdiab #agadir #asmaalamnawar #algerie #noamanebeliachi #zouhirbahaoui #ihabamir #ibtissamtiskat #halaturk #hatimammor #hatimammor #morocco???? #mohamedramadan #le_roi_mohamed_6 #?????_?????? #????? #???? #2018";the_moroccan_darck_sarcasm
