Number of Records;Created Time;Filter;Image URL;latitude;Number of likes;Link;Location;longitude;number of Comments;Tags;Text;Username
1;19/10/2018 08:55:47;Normal;https://scontent.cdninstagram.com/vp/e43f82916bf34207f5f1e12f688f5d65/5C6786D7/t51.2885-15/e35/p320x320/43914990_254641878728821_4250962661273182002_n.jpg;0;2;https://www.instagram.com/p/BpG9cq_AFBA/;;0;1;oncf;Numéro 1 au box-office 😡😡😡😡😡😤😤😤😤😤😤😤😭😭😭😭😭😭;loursoujda
1;18/10/2018 18:52:08;Clarendon;https://scontent.cdninstagram.com/vp/8aa90421dfc056fcdaaa9dd1825fd1e7/5C4A721B/t51.2885-15/e35/p320x320/44429966_443857286139352_2226598864552945597_n.jpg;0;23;https://www.instagram.com/p/BpFc5gQAB22/;;0;0;train,psychology,horror,wounds,blood,pain,makeup,sick,scared,oncf,dead;"التعليق لكم 
ان لله وان اليه راجعون و انشالله الشفاء العاجل للجميع
@groupe_oncf #oncf #dead #train #wounds #pain #blood #sick #makeup #horror #scared #psychology";shiru_swan
1;19/10/2018 01:49:17;Normal;https://scontent.cdninstagram.com/vp/2d0813b2529171eea7f52b482307d408/5C852E24/t51.2885-15/e35/p320x320/43419270_449618848894497_6928614527308839706_n.jpg;0;9;https://www.instagram.com/p/BpGMoy3Avp9/;;0;0;oncf_baraka,oncf,خليه_خاوي;"Heureusement que le People est là pour sauver le People .On attend plus rien de l'État ni de l' #ONCF .Bravo à ce groupe de psychologues bénévoles ,merci !! #oncf_baraka
#خليه_خاوي
#oncf";anace_benouahi
1;17/10/2018 01:24:40;Normal;https://scontent.cdninstagram.com/vp/1e110a8b306b80829c2942a8707c2d95/5C4CB689/t51.2885-15/e35/s320x320/44327325_278408552784291_7237690395765157753_n.jpg;0;15;https://www.instagram.com/p/BpBAO2mlwx1/;;0;0;oncf;Dozens killed in train coup in Morocco :( #oncf;businessdiction
1;18/10/2018 21:39:11;Normal;https://scontent.cdninstagram.com/vp/3a2639fc389e53ddc3b3cc2af7242bf5/5C8558F3/t51.2885-15/e35/s320x320/42402576_2227984883909721_8681338492327618022_n.jpg;0;25;https://www.instagram.com/p/BpFwBHhjIub/;;0;1;oncf,الزومبي,بوقنادل;الله يرحم موتى حادث القطار الأليم #بوقنادل و يصبر أهاليهم يا رب... و الله يشافي كل مصاب و يخفف المهم يا رحمان يا رحيم و الله ياخد الحق في #oncf اللي كتعتامد غير على مظاهر محطاتها و مخلية أهم حاجة اللي هي قطارات التي تنقل كل يوم الآلاف الأرواح في حالة مزرية لا مراقبة و لا تجديد ولا وصول في الموعد شحال من واحد ضيع مواعيد مهمة بسبب تأخر القطارات و شحال من واحد ضيع دي كور بسبب التأخر و ختامها أرواح الناس مشات و تسبب للآخرين بعاهات رغم أن تم التبليغ من قبل عن وجود خلل في السكة مكان وقوع الفاجعة و حتى شي حد ما تسوق بغيت غير نعرف هاد المسؤولين واش ضميرهم ما كيانبهمش؟؟! وزيد عليها دوك #الزومبي اللي خرجوا يگريسيو فالناس ميتين و مضروبين اش هاد الويل وصلوا ليه الناس هادشي رآه بزاف.....;maghribinachet
1;18/10/2018 20:51:19;Normal;https://scontent.cdninstagram.com/vp/42893b8eea5dbe8d4b8315650d18110e/5BD62367/t51.2885-15/e35/p320x320/43378048_819130335116603_8335338642162544325_n.jpg;0;100;https://www.instagram.com/p/BpFqidbhwEo/;;0;26;oncf,قطار,maroc,مغرب,marocain,train;"Le récit d'un défunt : قصة مرحوم
Personnage et histoire fictive 
شخصية و قصة وهمية
تعازينا الحارة لأسر ضحايا قطار بوقنادل

#oncf #train #marocain #maroc #مغرب #قطار";iliassbenwanes
1;18/10/2018 19:48:24;Normal;https://scontent.cdninstagram.com/vp/c5350bbce93311f4e8df10211efecb0c/5C6C9BF5/t51.2885-15/e35/s320x320/42970701_309817426414780_1299908424089489130_n.jpg;35,7614;279;https://www.instagram.com/p/BpFjVpOHjPU/;Tangier, Morocco;-5,8195;29;halloween,makeupoftheday,halloweenspirit,halloween2018,halloweenmakeup,moroccanmakeupartist,facepainting,skullmakeup,motd,moroccangirl,halloweentime,halloweencostume,moroccanyoutubeuse,makeuplook,halloweeninspiration,halloweenlook,scarymakeup,skull,halloweenmovies,moroccanblogger,scarylooks,amrezy,oncf,facepaint,makeupartistworldwide,creepymakeup;"👻GIRLIZ☠What is YOUR FAVORITE SCARY MOVIE. I NEED Inspiration🤡

This was my first try ever as I always hated paint or anything thick or heavy on my face, but I had to at least try it once. 
I Would love to do another look for you. 👇👇COMMENT BELOW👇👇 WHAT YOU WANNA SEE NEXT😘😘😘
.
.
.
.
.
. .
.
.
.
.
.
. .
.
.
.
.
.
.
.
.
.
. .
.
.
.
.
. .
.
.
.
.
.
.
#skull #skullmakeup #scarymakeup #creepymakeup #halloweenmakeup #halloween2018 #halloweenlook #halloween #oncf #makeuplook #makeupoftheday #facepaint #facepainting #moroccanmakeupartist #halloweenspirit #moroccangirl  #makeupartistworldwide #moroccanblogger #moroccanyoutubeuse #halloweencostume #amrezy #makeupoftheday #motd #scarylooks #halloweentime  #halloweenmovies #halloweeninspiration";lellyseb
1;18/10/2018 19:00:41;Ginza;https://scontent.cdninstagram.com/vp/cd12def462ac0c5ff32b28a016151b8c/5C4B1104/t51.2885-15/e35/s320x320/44186637_110674026523566_6623042102242026353_n.jpg;0;50;https://www.instagram.com/p/BpFd4NOgDAJ/;;0;0;sketch,shit,drawing,hell,tragedy,maroc,nomercy,fuckeduplife,truth,nopeace,morocco,blood,wearethenext,government,oncf,nolove,killingpeople,everythingsfuckedup,fuckedupcountry;"Le Maroc que j'ai jamais aimé ! 💔
#Drawing #sketch #morocco #maroc #hell #truth #blood #tragedy #fuckedupcountry #fuckeduplife #everythingsfuckedup #shit #government #killingpeople #oncf #wearethenext #nopeace #nolove #nomercy";zakaria.mouzouni
1;18/10/2018 18:43:46;Normal;https://scontent.cdninstagram.com/vp/27adcabcef76ef75cf5fcb719aaacf5d/5C7D1A4F/t51.2885-15/e35/s320x320/43496166_1174404299373336_5561198148403473782_n.jpg;0;928;https://www.instagram.com/p/BpFb8VTAi4e/;;0;17;;"ﺳﻘﻄﺖ ﻃﺎﺋﺮﺓ ﻓﻮﻕ ﻏﺎﺑﺎﺕ ﺍﻷﻣﺎﺯﻭﻥ ، ﻭﻣﺎﺕ ﻛﻞ ﺍﻟﺮﻛﺎﺏ ، ما ﻋﺪﺍ ﺛﻼﺛﺔ ﺃﺷﺨﺎﺹ ﻛﺘﺐ ﺍﻟﻠﻪ ﻟﻬﻢ ﺍﻟﻨﺠﺎﺓ . أﺣﺪﻫﻢ ﺃﻣﺮيكي ﻭﺍﻟﺜﺎﻧﻲ ﺭﻭﺳﻲ ﻭﺍﻟﺜﺎﻟﺚ مغربي. ﻓﺎﻋﺘﻘﻠﺘﻬﻢ إحدى ﻗﺒﺎﺋﻞ ﺍﻟﻬﻨﻮﺩ ﺍﻟﺤﻤﺮ ﻫﻨﺎﻙ ، وأخذوهم ﻟﺰﻋﻴﻢ ﺍﻟﻘﺒﻴﻠﺔ ..
ﻭﺑﻤﺎ ﺃﻥ ﺍﻟﻘﺎﻧﻮﻥ ﺍﻟﻤﻌﻤﻮﻝ ﺑﻪ ﻓﻲ ﺍﻟﻘﺒﻴﻠﺔ ﻫﻮ ﻗﺘﻞ ﻛﻞ ﺃﺟﻨﺒﻲ ،ﻟﺬﺍ ﻗﺮﺭ ﺯﻋﻴﻤﻬﻢ إعدامهم ﻓﺎﻟﺘﻔﺖ ﺍﻟﺮﻭﺳﻲ ﻟﻸﻣﺮيكي ﻭالمغربي ﻭﻗﺎﻝ ﻟﻬﻢ :
ﺑﻤﺎ ﺃﻥ ﺍﻟﻤﻌﺮﻭﻑ ﻋﻨﺎ ﻧﺤﻦ ﺍﻟﺮﻭﺱ ﺇﻃﻼﻕ ﺍﻟﻤﺒﺎﺩﺭﺍﺕ ﺍﻟﺴﻠﻤﻴﺔ ﻓﻲ ﺃﺣﻠﻚ ﺍﻷﺯﻣﺎﺕ ، ﻟﺬﺍ ﺳﺄﻃﻠﻖ ﻣﺒﺎﺩﺭﺓ لعلها ﺗﻼﻗﻲ ﻗﺒﻮﻻً ﻋﻨﺪ ﻫﺬﻩ ﺍﻟﻘﺒﻴﻠﺔ ﻭﺗﺨﺮﺟﻨﺎ ﻣﻦ ﻣﺄﺯﻗﻨﺎ ، ﻋﺮﺽ ﺍﻟﺮﻭﺳﻲ ﻣﺒﺎﺩﺭﺗﻪ ﻋﻠﻰ ﺍﻟﺰﻋﻴﻢ ﻗﺎﺋﻼً : ﻛﻞ ﺭﻫﻴﻨﺔ ﺗﻄﺮﺡ ﺳﺆﺍﻝ ﻋﻠﻰ ﺍﻟﻘﺒﻴﻠﺔ ﻓﺈﻥ ﻟﻢ ﻳﻌﺮﻓﻮﺍ ﺍﻟﺠﻮﺍﺏ ’ﻳﺨﻠﻮﻥ ﺳﺒﻴﻠﻪ ، ﻭﻳﺼﺒﺢ ﺯﻋﻴﻤﺎ ﻋﻠﻴﻬﻢ . ﻭﺍﻥ ﻋﺮﻓﻮﻩ ’ ﺗﻌﺪﻡ الرهينة !!
ﻫﺰ ﺯﻋﻴﻢ ﺍﻟﻘﺒﻴﻠﺔ ﺭﺃﺳﻪ ﻣﻮﺍﻓﻘﺎ ،،،،
ﺛﻢ ﺃﺷﺎﺭ إلى ﺍﻷﻣﺮيكي ﺃﻥ ﻳﻄﺮﺡ ﺳﺆﺍﻟﻪ .
ﺗﺬﻛﺮ ﺍﻟﺮﻫﻴﻨﺔ ﺍﻷﻣﺮيكي ﺳﺆﺍﻻّ ﻭﺍﺣﺪﺍ ﻓﻘﻂ : ﻣﻦ ﻫﻮ ﻛﺮﻳﺴﺘﻮﻓﺮ ﻛﻮﻟﻤﺒﻮﺱ ؟؟.
ﺍﺟﺘﻤﻌﺖ ﺍﻟﻘﺒﻴﻠﺔ ﻣﻊ ﺯﻋﻴﻤﻬﻢ ﺣﻮﺍﻟﻲ 6 ساعات و في ذلك الوقت تم طهي أشهى اللحوم من غزلان و أرانب و أكلوا أشهى الفواكه من جوز الهند ، موز و أناناس ، مع الرقص حول النار فهذه عاداتهم ، ﺧﺮﺝ ﺑﻌﺪﻫﺎ ﺯﻋﻴﻤﻬﻢ ، ﻭﻗﺎﻝ : ﻛﻮﻟﻤﺒﻮﺱ .. ’ ﻣﻜﺘﺸﻒ ﺃﻣﻴﺮﻛﺎ
ﻃﺄﻃﺄ ﺍﻷﻣﺮيكي ﺭﺃﺳﻪ ﻭ ’ ﺟﺮ ﺍﻟﻰ ﺍﻻﻋﺪﺍﻡ،،،
ﺟﺎﺀ ﺩﻭﺭ ﺍﻟﺮﻭﺳﻲ . ﻓﺴﺄﻝ ﺯﻋﻴﻢ ﺍﻟﻘﺒﻴﻠﺔ : ﻣﻦ ﻫﻮ ﻟﻴﻨﻴﻦ ؟
ﺭﺟﻊ ﺃﻓﺮﺍﺩ ﺍﻟﻘﺒﻴﻠﺔ ﻟﻼﺟﺘﻤﺎﻉ ﻣﻊ ﺯﻋﻴﻤﻬﻢ خمس ساعات و في ذلك الوقت تم طهي أشهى اللحوم من غزلان و أرانب و أكلوا أشهى الفواكه من جوز الهند ، موز و أناناس ، مع الهرج الرقص حول النار كما هي عاداتهم كما تعلمون،
ﺧﺮﺝ ﺑﻌﺪﻫﺎ ﺍﻟﺰﻋﻴﻢ ﻣﻦ ﺧﻴﻤﺘﻪ ﻗﺎﺋﻼ : ﺃﻧﻪ ﻣﺆﺳﺲ ﺍﻟﺸﻴﻮﻋﻴﺔ ..
ﻓﺄﺧﺬ ﺍﻟﺮﻭﺳﻲ ﻭ ’ﺃﻋﺪﻡ ،،،
ﺛﻢ ﺟﺎﺀ ﺩﻭﺭ المغربي ، ﻭﺳﺄﻝ : ﻣﺎ ﻫﻮ ﺩﻭﺭ ﺍﻟﺒﺮﻟﻤﺎن المغربي؟؟؟؟
ﺩﺧﻞ ﺍﻟﺰﻋﻴﻢ إلى ﺧﻴﻤﺘﻪ ﻭﺗﺒﻌﻪ ﻋﺸﺮﺓ ﻣﻦ ﺣﻜﻤﺎﺀ ﺍﻟﻘﺒﻴﻠﺔ،
ﻭﺍﺟﺘﻤﻌﻮﺍ ﻋﻠﻰ ﻣﺎ ﻳﺰﻳﺪ ﻋﻦ ﺧﻤﺲ ﻋﺸﺮﺓ ﺳﺎﻋﺔ .و في ذلك الوقت تم طهي أشهى اللحوم من غزلان و أرانب و أكلوا أشهى الفواكه من جوز الهند ، موز و أناناس ، مع الهرج الرقص حول النار كما عاداتهم كما ذكرت سابقا ،.ﺛﻢ ﺧﺮﺝ
ﺯﻋﻴﻤﻬﻢ ﻣﻄﺄﻃﺄ ﺍﻟﺮﺃﺱ ﻗﺎﺋﻼً :
ﺣﻘﻴﻘﺔ ﻻ ﻧﻌﺮﻑ .!
، فأصبح المغربي ﺯﻋﻴﻤﻬﻢ ، ﻭﺗﺰﻭﺝ ﻣﻨﻬﻢ ، .
ﻭﺳﺄﻟﻮﻩ : ﻣﺎ ﺍﻟﺠﻮﺍﺏ؟
ﻗﺎﻝ : إنهم ﻣﺜﻠﻜﻢ .. ﻳﺠﺘﻤﻌﻮﻥ ﻭ ﻳﺠﺘﻤﻌﻮﻥ يأكلون ويشربون ويهرجون ﺛﻢ ﻳﺨﺮﺟﻮﻥ ﺑﻘﺮﺍﺭ ﻳﻘﺘﻠﻮﻥ ﺑﻪ ﺍﻟﻤﻮﺍﻃﻦ.......";morocco_news1
1;18/10/2018 18:42:48;Clarendon;https://scontent.cdninstagram.com/vp/38e6fafc9feba7be30fc01f29ebd6a83/5C83112D/t51.2885-15/e35/p320x320/43817469_272161016749908_9010352570588678969_n.jpg;0;247;https://www.instagram.com/p/BpFb1P2A5WV/;;0;7;oncf,فاجعة_قطار_بوقنادل;"إنّا لله وإنّا إليه راجعون. 
اللهم اغفر لهم وارحمهم واسكنهم فسيح جناتك وصبِّر أهلهم وأحبابهم. 🤲
#فاجعة_قطار_بوقنادل #ONCF";chefomar_archane
1;18/10/2018 16:25:26;Gingham;https://scontent.cdninstagram.com/vp/c19b1670bd75933b3366029f1532e963/5C54E3B4/t51.2885-15/e35/s320x320/43818152_2060174520939782_7137401945528014634_n.jpg;0;31;https://www.instagram.com/p/BpFMHEOjpPp/;;0;0;oncf,port;#PORT#ONCF à l'instant 💪;anwarattaiallah
1;18/10/2018 16:22:44;Clarendon;https://scontent.cdninstagram.com/vp/fe42509f828bf471b74227cf8453e261/5C4DA862/t51.2885-15/e35/s320x320/42614743_475053919657466_8570387375497150464_n.jpg;0;26;https://www.instagram.com/p/BpFLzR7Aezx/;;0;2;oncf,port;"#PORT#ONCF a l""instant 😍👉❤";zakariaelbazi7
1;18/10/2018 15:32:53;Normal;https://scontent.cdninstagram.com/vp/6a10ef6722313849408c172c464b1267/5C675DE5/t51.2885-15/e35/s320x320/43371269_873885516333758_2054256260899662028_n.jpg;0;26;https://www.instagram.com/p/BpFGGRCnUwg/;;0;0;chiffre_du_jour,oncf,drame_bouknadel,don_de_sang,rabat;#Chiffre_Du_Jour Plus de 1600 personnes se sont rendues au Centre régional de transfusion sanguine de #Rabat #Oncf #Drame_Bouknadel #Don_De_Sang;leseco.ma
1;18/10/2018 15:18:51;Juno;https://scontent.cdninstagram.com/vp/389dbcebe1517466d0d67c808cf5fd24/5C541CE0/t51.2885-15/e35/s320x320/43026437_1120729008102759_5671839784899009950_n.jpg;0;24;https://www.instagram.com/p/BpFEfZsBsUN/;;0;0;ان_لله_وان_اليه_راجعون,lfc_maroc,bouknadel,ynwa,رابطة_مشجعي_ليفربول_في_المغرب,maroc,lfcbdarija,lfc,oncf;"بإسم جميع اعضاء #رابطة_مشجعي_ليفربول_في_المغرب ‏نتقدم بأحر التعازي لأسر ضحايا فاجعة إنقلاب القطار.
‎#ان_لله_وان_اليه_راجعون 
#lfc_maroc 
#lfcbdarija 
#LFC
#oncf
#maroc
#bouknadel 
#ynwa";lfc_maroc
1;18/10/2018 15:18:06;Normal;https://scontent.cdninstagram.com/vp/dc89d3e7eb2b3e6520dd3dcb0d20eea9/5C87DC6B/t51.2885-15/e35/s320x320/42802346_131233847840352_7997320567518195291_n.jpg;35,7614;6;https://www.instagram.com/p/BpFEZ4PnOC-/;Tangier, Morocco;-5,8195;0;photoshop,flatart,death,morocco,oncf,trains;#flatart #oncf #trains  of #death #morocco #photoshop;khalid_elamine
1;18/10/2018 10:31:04;Normal;https://scontent.cdninstagram.com/vp/6aec29270c73e332ebd6d05747a5470c/5BD5313D/t51.2885-15/e35/s320x320/43081829_329762574455594_1768114678399160417_n.jpg;0;346;https://www.instagram.com/p/BpEjclxl5Bw/;;0;11;فاجعة_القطار,فاجعة,حادثة,oncf,اليوم24,أخبار_اليوم;"شهادة تدمي القلب لزوجة ضابط الشرطة شهيد ""القطار"": زوجي مكانش غيموت الكل يشهد بأخلاقه والحموشي اتصل به.
#اليوم24 #أخبار_اليوم #حادثة #فاجعة_القطار #فاجعة #oncf #";alyaoum24i
1;18/10/2018 13:02:50;Normal;https://scontent.cdninstagram.com/vp/cf0ad9b6d34ec6997c3c146358a46f51/5BD5B761/t51.2885-15/e15/s320x320/43198049_2213302295571649_345240310132105552_n.jpg;0;108;https://www.instagram.com/p/BpE07NRgjG0/;;0;0;train,bouknadel,deraillement,actualite,tragedie,maroc,morocco,oncf,ferroviaire,breakingnews,wagon,wada7,accident;"!انقلاب مروع لقطار بالمغرب أدى إلى وفاة 7 أشخاص وأكثر من 80 إصابة⠀
Un train déraille au Maroc. Dernier bilan:  7 morts et plus de 80 blessés ! ⠀
•
•
•
•
#accident #ferroviaire #oncf #maroc #morocco #deraillement #train #wagon #bouknadel #tragedie #breakingnews #actualite #Wada7";wada7official
1;18/10/2018 13:57:03;Normal;https://scontent.cdninstagram.com/vp/6130cf9a938addcbb8349441a3ed6019/5C637893/t51.2885-15/e35/s320x320/43984578_128418838129855_8178710211423405884_n.jpg;0;328;https://www.instagram.com/p/BpE7IRxgLc6/;;0;11;prayformorocco,oncf;"انتشرت في الساعات القليلة الماضية أنباء تفيد بتهرب المكتب الوطني للسكك الحديدية من  تعويض أسر قتلى و مصابي فاجعة بوقنادل ، وهو ما أثار قلق هؤلاء خاصة وأن عددا من المصابين يعانون من عاهات مستديمة تتطلب مصاريف علاج باهضة
#prayformorocco #oncf 
Yallah 3awtani (up )🤦🏻‍♀️🤦🏻‍♀️";morocco_news1
1;18/10/2018 05:10:03;Normal;https://scontent.cdninstagram.com/vp/350e2379157f8440ea43ac95426875e7/5BD551BE/t51.2885-15/e15/s320x320/42627904_1844828458945620_4408420583193577946_n.jpg;0;1778;https://www.instagram.com/p/BpD8ngJBjuz/;;0;54;oncf;جيت نفكركم فهاد الفيديو #oncf;morocco_news1
1;18/10/2018 11:53:15;Normal;https://scontent.cdninstagram.com/vp/2e831681e6aaf40feeee09d357052463/5C4BC322/t51.2885-15/e35/s320x320/43371556_279196569592142_4184174846707219970_n.jpg;0;8;https://www.instagram.com/p/BpEs9mnhwqm/;;0;0;oncf,maroc;mrc #oncf #maroc;yassin.mjbr
1;18/10/2018 10:59:00;Normal;https://scontent.cdninstagram.com/vp/5e992327ba18fbe49a3bc916e75b40df/5C87F65C/t51.2885-15/e35/s320x320/43050618_284155485765148_119141625575718892_n.jpg;0;391;https://www.instagram.com/p/BpEmwQkFjYq/;;0;2;のらねこ部,海外猫,のらねこ,カサブランカ,morocco,ネコ,ねこ,oncf,カサブランカの猫,野良猫,instacat,猫と電車,cat,ねこ部,casablanca,海外の猫,海外鉄道,moroccancat,にゃんすたぐらむ,cats,モロッコ国鉄,moroccancats,ねこすたぐらむ,猫と鉄道,モロッコ,海外鉄,モロッコの猫,straycat,catstagram,猫;"カサ・ヴォヤジュール駅の猫。
#猫 #ネコ #ねこ #ねこすたぐらむ #ねこ部 #野良猫 #のらねこ #のらねこ部 #にゃんすたぐらむ #モロッコ #モロッコの猫 #カサブランカ #カサブランカの猫 #モロッコ国鉄 #猫と鉄道 #猫と電車 #海外鉄道 #海外鉄 #海外の猫 #海外猫 #cat #cats #catstagram #instacat #straycat #morocco #moroccancat #moroccancats #casablanca #oncf";kiyotakaiwai
1;18/10/2018 09:29:12;Normal;https://scontent.cdninstagram.com/vp/e2ca947986e9e85519c047db31e939b8/5C8A4B96/t51.2885-15/e35/s320x320/43700887_178395339676454_3444832180517939615_n.jpg;0;49;https://www.instagram.com/p/BpEceg4hViN/;;0;1;oncf,sadness,maroc,morocco,tragic;"Bonjour ladies ❤️ C’est avec le cœur lourd, que nous vivons ces derniers jours...vu les derniers événements qu’a connu notre pays. Aujourd’hui j’aimerais avoir mon mot à dire, parceque AUJOURD’HUI, seuls les jeunes sont capables de changer les choses et de crier haut et fort leur haine envers cette injustice. 
Je ne comprends pas, comment ces personnes arrivent à se réveiller le matin et à faire comme si de rien n’était, comme si nos trains dataient de y’a 1 ans! Cher Oncf! Il est temps pour toi, de te remettre en question, ce n’est pas tes gares en marbre ou tes trains à grande vitesse qui amélioreront ton image. #oncf #sadness #tragic #morocco #maroc";lashesndhighlights
1;18/10/2018 09:19:32;Normal;https://scontent.cdninstagram.com/vp/5e3dd01bcaa293f6cec6b2a7093cefef/5C8564B1/t51.2885-15/e35/p320x320/42363674_2170395933235013_5982672230963329791_n.jpg;0;6;https://www.instagram.com/p/BpEbXw_j014/;;0;0;القنيطرة,oncf,المغرب,فاجعة_بوقنادل,redaelbradi,prayformorocco,قطار_الموت,الرباط;#oncf ##prayformorocco #المغرب #فاجعة_بوقنادل #قطار_الموت repost #redaelbradi #الرباط #القنيطرة;kniiizti
1;18/10/2018 08:50:26;Normal;https://scontent.cdninstagram.com/vp/4135ffa5a2a1d45c2f4b00d0e7d467ac/5C7DC74F/t51.2885-15/e35/s320x320/43044106_578213985946319_8150314893278072020_n.jpg;0;16;https://www.instagram.com/p/BpEYChggpuM/;;0;1;un_pays,oncf,pays,citoyens,revenir,passagers,7_morts,fermé,psychologique,jt,merci,86blessés,vide,lignes,sang,15h30,victimes,maroc;"#Merci de nous rappeler que nous vivons dans un #pays où dans le #JT on accorde 4 minutes à un drame ayant fait au moins #7_morts et #86blessés, avant de passer sans transition à un reportage sur l'agriculture à Errachidia. #Un_pays où de nombreux #citoyens se sont déplacés pour donner leur #sang aux #victimes au centre de transfusion sanguine de la capitale qu'ils ont trouvé #fermé et #vide et où on leur a dit de #revenir à #15h30 après la pause déjeuner. #Un_pays où l’État ne prévoit aucune prise en charge #psychologique pour les familles et les #passagers qui ont vu des corps déchiquetés devant eux. #Merci à l'#ONCF de nous rappeler que c'est le #Maroc qui déraille car en effet, l'avenir se lit sur vos #lignes.
إن لله وإن إليه راجعون";mohssine_photographer
1;18/10/2018 08:29:00;Normal;https://scontent.cdninstagram.com/vp/16f15177f4e2a8ca788693c2118a85d0/5C4BE5AE/t51.2885-15/e35/s320x320/43274489_1938172139810032_72587241389996213_n.jpg;0;59;https://www.instagram.com/p/BpEVllkhFS_/;;0;0;oncf,فاجعة_قطار_بوقنادل,المكتب_الوطني_للسكك_الحديدية,الرباط,بوقنادل,الدار_البيضاء,القنيطيرة,le360بالعربية,ضحايا_حادث_القطار,المغرب;"فاجعة بوقنادل. رقم أخضر رهن إشارة عائلات الضحايا والمصابين
أعلن #المكتب_الوطني_للسكك_الحديدية أنه وضع رقما  أخضر رهن إشارة عائلات ضحايا ومصابي حادث انحراف قطار رابط بين الرباط والقنيطرة عن سكته يوم الثلاثاء، على مستوى جماعة بوقنادل.
و ذلك  لتقديم جميع المساعدات والتوجيهات والمعلومات لعائلات الضحايا والمصابين من أجل حصول على جميع حقوقهم، التي يضمنها لهم القانون في إطار مسؤوليته المدنية التي تغطيها شركة التأمين"".
لذا، يرجي الاتصال بالرقم الأخضر التالي: 0800002299
#فاجعة_قطار_بوقنادل #المغرب #ضحايا_حادث_القطار #oncf #الرباط #القنيطيرة #الدار_البيضاء #le360بالعربية #بوقنادل
لمزيد من التفاصيل زورو موقعنا:
ar.le360.ma";le360ar
1;17/10/2018 23:38:25;Normal;https://scontent.cdninstagram.com/vp/79c7c13f82d36408bae4c551957013ba/5C531844/t51.2885-15/e35/s320x320/43529815_336958146849965_1299481119186569986_n.jpg;34,0435;30;https://www.instagram.com/p/BpDY3dOhkuT/;Fez, Morocco;-5,0032;1;oncf,landscape,mountain,train,instatravel,ocean,fields,marrakech,maroc,forest,travel,fes;From #marrakech to #fes by #train #travel #oncf #maroc #instatravel #forest #mountain #landscape #fields #ocean;derteilzeitberliner
1;17/10/2018 22:45:15;Normal;https://scontent.cdninstagram.com/vp/096fcc69a8dc754b5187b82d9f9dbd92/5C4F117F/t51.2885-15/e35/s320x320/42869662_1927369654009983_2279538585656329928_n.jpg;0;16;https://www.instagram.com/p/BpDSyIiHVWp/;;0;3;oncf,drame,thanksgodforeverything,انا_لله_وانا_اليه_راجعون,bouknadel;🙁🙁🙁 #drame #oncf #bouknadel #thanksgodforeverything #انا_لله_وانا_اليه_راجعون;developpement_construction_m
1;17/10/2018 22:29:06;Normal;https://scontent.cdninstagram.com/vp/2b09dd7d63c5df64560451dfac4a4bfe/5C66CBBE/t51.2885-15/e35/s320x320/43912991_1732144280229858_835295067497119277_n.jpg;34,1333;36;https://www.instagram.com/p/BpDQ7wCFbts/;Sidi Bouqnadel, Rabat-Sale, Morocco;-6,73333;2;oncf,mobilegraphy📱,فاجعة_بوقنادل,morocco,انحراف_قطار_بوقنادل,المغرب;"صور حادثة #انحراف_قطار_بوقنادل عن سكته #المغرب
#فاجعة_بوقنادل 
#mobilegraphy📱 #oncf #morocco
Copyright: @samysouhail";samysouhail
1;17/10/2018 13:12:53;Normal;https://scontent.cdninstagram.com/vp/659670797536dbf7d1055196187026db/5C7F651D/t51.2885-15/e35/p320x320/44178580_493095831192012_7031938599100720870_n.jpg;0;29;https://www.instagram.com/p/BpCRR72h8dJ/;;0;1;قطار_الموت,فاجعة_بوقنادل,oncf;"أتأسف لحالي إذ أنني مضطرة لركوب هذا القطار يوميا و لمدة ساعتين في اليوم (ساعة ذهابا و ساعة إيابا)
#قطار_الموت #oncf #فاجعة_بوقنادل";hind_takieddine
1;17/10/2018 20:22:54;Normal;https://scontent.cdninstagram.com/vp/bf87cd20c14cc9e64d15b7f4ec097ab9/5C4A4F71/t51.2885-15/e35/s320x320/43503414_334595637295741_3966313264578074441_n.jpg;0;11;https://www.instagram.com/p/BpDCfeOFfUH/;;0;0;مغربنا_فخرنا🌹,oncf,العظيم,الصبر,المغرب,المغرب_مغربنا,المغرب_العربي,morocco,الدنيا;"‏ذهبوا ورحلوا من هذه #الدنيا التعيسة 🖤
‏وبقيت آثارهم فقط....""كومة كتب"" لقد ذهبتم عند الله الحكم العدل الذي لا تضيع عنده الحقوق...
#‏رحمكم الله ورزق ذويكم #الصبر و السلوان ولا حول ولا قوة إلا بالله العلي #العظيم 💔.
‏⁧‫#المغرب‬⁩ ‏⁦‪#ONCF‬⁩
#المغرب_العربي
#المغرب_مغربنا 
#مغربنا_فخرنا🌹 
#morocco";raniaanas01
